Purchase_Frequency,Average_Order_Value,Anomaly
14,199.89,1
2,172.04,1
13,49.25,1
9,99.15,1
16,109.82,1
17,119.22,1
5,137.3,1
2,86.9,1
5,63.79,1
18,152.58,1
5,76.1,1
17,173.55,1
17,43.49,1
9,20.38,-1
18,31.8,1
5,94.16,1
13,178.68,1
1,130.42,1
11,80.45,1
2,197.44,-1
8,23.71,1
11,28.25,1
1,112.22,1
7,40.43,1
18,94.94,1
2,21.97,-1
17,89.95,1
18,51.68,1
11,151.99,1
6,69.96,1
1,172.05,1
15,70.24,1
18,42.39,1
6,96.47,1
3,178.95,1
10,151.95,1
2,166.25,1
19,153.51,1
18,102.76,1
4,176.79,1
16,66.13,1
10,56.1,1
14,71.16,1
10,104.88,1
17,68.2,1
6,105.57,1
1,190.47,-1
19,110.5,1
19,89.18,1
3,134.04,1
9,192.86,1
3,124.7,1
9,199.68,1
8,23.81,1
9,158.13,1
4,159.99,1
6,178.83,1
10,41.81,1
12,199.1,1
6,54.11,1
1,38.08,-1
9,190.15,1
10,198.67,1
8,186.1,1
10,173.52,1
19,145.94,1
18,199.96,-1
2,39.34,1
13,100.36,1
8,89.22,1
9,168.9,1
14,161.14,1
1,186.86,-1
12,160.23,1
11,196.2,1
6,147.75,1
12,104.47,1
15,140.68,1
2,31.57,-1
3,136.32,1
1,41.13,1
4,89.1,1
4,182.86,1
3,69.39,1
14,84.65,1
18,104.8,1
3,191.14,1
11,73.3,1
19,131.55,1
6,29.72,1
15,112.96,1
9,141.95,1
2,82.14,1
5,140.6,1
7,39.07,1
12,75.19,1
5,182.72,1
19,122.82,1
10,166.8,1
10,154.04,1
9,85.58,1
19,97.07,1
11,38.87,1
9,99.65,1
3,138.78,1
10,166.3,1
13,160.23,1
15,132.3,1
19,155.59,1
18,166.67,1
8,73.63,1
6,158.5,1
2,112.44,1
18,37.2,1
1,42.12,1
10,53.82,1
16,137.04,1
5,180.63,1
19,163.75,1
5,149.49,1
3,123.14,1
14,193.29,1
19,133.95,1
6,145.44,1
9,36.0,1
12,172.22,1
15,50.01,1
6,29.81,1
7,50.25,1
9,110.03,1
14,99.65,1
5,177.93,1
5,74.41,1
1,196.8,-1
12,86.5,1
15,196.06,1
11,62.64,1
17,73.58,1
17,48.78,1
14,166.2,1
6,146.96,1
19,124.18,1
19,41.54,1
12,73.42,1
6,113.14,1
13,98.3,1
1,60.46,1
9,104.35,1
4,155.88,1
15,139.18,1
9,63.25,1
9,149.51,1
19,110.71,1
14,178.45,1
9,126.82,1
13,101.17,1
19,64.25,1
13,163.48,1
8,156.33,1
13,65.65,1
10,121.27,1
15,79.37,1
17,187.85,1
12,65.86,1
1,93.34,1
1,89.97,1
5,106.01,1
10,163.54,1
2,198.48,-1
13,42.54,1
12,160.65,1
16,198.87,-1
19,94.67,1
17,75.94,1
6,189.83,1
17,74.37,1
7,44.83,1
4,176.93,1
1,52.42,1
3,186.99,1
11,160.33,1
15,20.08,-1
9,105.33,1
8,140.82,1
16,51.36,1
18,89.73,1
9,58.49,1
5,171.33,1
18,95.21,1
8,137.1,1
14,157.05,1
12,190.42,1
19,42.46,1
3,104.3,1
11,89.27,1
8,169.03,1
5,27.99,1
1,191.82,-1
13,153.81,1
19,35.44,-1
4,90.29,1
17,167.35,1
6,115.94,1
13,123.62,1
7,129.66,1
17,29.57,1
15,198.92,1
9,185.26,1
19,197.39,-1
1,150.62,1
5,47.76,1
11,109.03,1
10,88.31,1
11,78.19,1
16,20.81,1
8,186.99,1
2,25.6,-1
2,144.82,1
13,83.2,1
3,195.08,1
7,132.04,1
12,20.82,-1
19,87.77,1
7,62.09,1
1,89.78,1
10,128.26,1
1,146.47,1
1,141.98,1
18,77.0,1
9,93.34,1
13,125.31,1
9,141.16,1
10,26.74,1
4,76.61,1
5,126.92,1
6,31.97,1
5,152.35,1
10,44.97,1
15,89.64,1
16,66.14,1
8,30.63,1
14,174.95,1
13,199.45,1
9,155.32,1
13,112.22,1
18,130.74,1
10,152.4,1
16,152.0,1
13,174.04,1
18,29.64,1
12,122.0,1
1,102.03,1
1,27.15,-1
2,195.52,-1
2,195.97,-1
19,196.97,-1
12,147.23,1
7,185.15,1
11,73.19,1
10,154.1,1
12,41.66,1
11,176.09,1
13,45.38,1
4,91.28,1
14,55.21,1
5,180.17,1
3,61.74,1
18,183.72,1
12,96.48,1
16,130.73,1
19,116.54,1
16,59.64,1
10,110.31,1
18,193.76,1
19,30.84,-1
10,175.4,1
6,173.0,1
2,190.22,1
5,32.5,1
2,45.55,1
7,127.04,1
15,23.1,1
13,144.24,1
17,117.78,1
5,48.13,1
2,122.98,1
16,106.7,1
15,86.55,1
11,71.06,1
10,153.36,1
11,68.03,1
19,140.59,1
19,25.45,-1
3,136.73,1
18,102.89,1
12,183.57,1
19,139.58,1
11,22.59,1
7,174.08,1
14,168.02,1
3,29.24,1
18,140.83,1
16,159.99,1
16,73.61,1
7,175.7,1
9,171.28,1
7,90.89,1
6,99.74,1
12,169.23,1
5,79.98,1
17,158.28,1
5,179.86,1
15,77.1,1
8,166.51,1
15,130.91,1
12,90.61,1
12,33.51,1
17,63.52,1
15,89.49,1
17,154.92,1
6,89.29,1
14,163.76,1
11,122.78,1
8,145.35,1
2,48.38,1
19,134.93,1
16,69.69,1
8,139.97,1
6,88.15,1
8,46.46,1
10,136.46,1
6,113.6,1
4,117.44,1
7,103.82,1
14,97.15,1
17,189.67,1
7,77.33,1
10,22.71,1
1,183.59,-1
8,84.36,1
14,133.66,1
13,48.58,1
18,90.44,1
1,53.41,1
1,102.21,1
18,50.0,1
9,57.71,1
9,134.99,1
9,148.86,1
3,89.33,1
18,155.84,1
15,71.86,1
7,125.94,1
5,22.22,1
3,159.38,1
15,142.36,1
7,107.11,1
15,158.79,1
17,139.25,1
12,97.85,1
6,155.58,1
7,89.56,1
2,117.43,1
18,57.37,1
13,78.16,1
17,197.43,-1
4,51.56,1
10,117.07,1
7,199.18,-1
17,168.26,1
4,193.19,1
13,44.15,1
19,71.27,1
16,82.85,1
16,65.32,1
5,97.04,1
10,61.2,1
19,169.41,1
14,177.53,1
14,76.83,1
13,170.25,1
9,159.15,1
12,198.92,1
10,83.15,1
13,152.19,1
8,87.64,1
4,179.68,1
19,169.86,1
14,189.63,1
14,63.66,1
18,43.81,1
12,182.54,1
1,178.09,-1
15,110.1,1
2,104.24,1
17,178.64,1
19,64.88,1
16,80.85,1
1,179.76,-1
5,105.28,1
6,99.14,1
11,166.03,1
16,147.51,1
10,192.08,1
13,149.53,1
9,79.43,1
6,162.99,1
9,48.51,1
8,162.71,1
7,75.45,1
17,21.31,-1
19,44.64,1
11,134.38,1
2,22.19,-1
6,108.8,1
17,73.3,1
16,82.93,1
4,54.87,1
11,50.05,1
19,79.01,1
2,73.68,1
13,41.23,1
11,75.21,1
9,110.27,1
12,86.46,1
16,95.26,1
9,120.67,1
8,123.3,1
10,70.66,1
8,65.34,1
8,29.41,1
2,194.48,-1
10,33.43,1
11,146.33,1
19,189.33,-1
1,183.42,-1
19,168.82,1
14,20.3,-1
4,34.41,1
11,112.76,1
6,189.54,1
1,154.68,1
2,44.18,1
12,179.96,1
18,21.36,-1
1,176.94,-1
9,139.01,1
18,97.53,1
6,66.13,1
11,81.33,1
4,146.46,1
15,169.3,1
19,33.39,-1
5,58.47,1
9,187.12,1
15,180.44,1
16,124.63,1
8,194.48,1
17,26.56,1
15,141.08,1
17,85.96,1
10,99.39,1
3,143.87,1
17,76.65,1
1,40.72,1
15,151.41,1
14,190.26,1
5,192.46,1
4,51.32,1
18,198.97,-1
7,189.29,1
17,166.54,1
9,75.68,1
6,116.11,1
1,36.55,-1
4,43.57,1
5,38.28,1
7,153.47,1
6,28.92,1
8,67.51,1
5,84.62,1
16,154.42,1
14,33.55,1
10,89.72,1
4,100.03,1
6,175.45,1
9,180.01,1
11,99.26,1
12,101.67,1
19,104.36,1
8,134.45,1
5,177.1,1
2,105.32,1
19,99.19,1
17,122.33,1
5,38.67,1
10,156.4,1
9,192.85,1
4,97.36,1
7,138.0,1
10,95.57,1
9,52.53,1
10,158.22,1
1,134.69,1
2,139.38,1
19,76.46,1
15,46.79,1
6,145.79,1
13,76.3,1
13,22.65,1
7,83.75,1
7,188.85,1
4,156.45,1
19,142.68,1
15,21.99,1
6,182.26,1
8,28.48,1
16,72.58,1
1,47.49,1
6,23.43,1
5,71.18,1
13,108.43,1
3,114.22,1
18,180.66,1
19,160.53,1
13,155.51,1
14,119.33,1
17,24.48,1
6,171.28,1
18,148.79,1
4,148.3,1
6,36.91,1
10,125.79,1
18,75.52,1
13,145.45,1
9,184.86,1
18,38.19,1
15,92.08,1
6,167.09,1
3,143.81,1
7,114.16,1
7,140.27,1
7,112.22,1
9,119.61,1
16,170.73,1
2,31.49,-1
3,55.65,1
19,139.78,1
1,115.65,1
1,167.71,1
4,29.57,1
15,125.47,1
10,174.93,1
3,92.27,1
8,92.58,1
15,171.79,1
2,165.83,1
17,159.64,1
16,127.26,1
13,187.89,1
14,89.93,1
7,136.26,1
16,151.63,1
1,103.99,1
4,68.0,1
11,159.66,1
16,129.0,1
1,162.22,1
9,110.57,1
7,92.34,1
12,197.88,1
18,81.93,1
6,114.46,1
11,131.68,1
18,195.26,-1
15,90.88,1
17,42.57,1
19,34.66,-1
18,127.14,1
4,26.74,1
5,38.07,1
4,166.16,1
12,62.01,1
11,70.67,1
17,31.38,1
12,99.39,1
2,168.73,1
16,108.98,1
15,50.18,1
19,42.98,1
1,62.88,1
12,66.11,1
10,184.4,1
16,126.44,1
15,189.53,1
8,180.92,1
17,131.65,1
10,45.29,1
1,106.83,1
1,79.91,1
1,29.11,-1
7,129.98,1
5,21.54,-1
7,111.6,1
4,49.63,1
12,123.95,1
19,22.01,-1
16,127.03,1
1,39.23,-1
9,191.46,1
17,197.41,-1
7,111.25,1
2,52.75,1
8,45.17,1
18,192.68,1
12,51.29,1
10,93.1,1
17,169.64,1
10,129.36,1
6,181.72,1
2,128.34,1
11,46.73,1
3,73.06,1
2,179.58,1
19,91.93,1
15,157.3,1
12,105.24,1
18,150.09,1
17,35.9,1
5,89.21,1
1,148.21,1
19,89.23,1
7,145.12,1
4,25.05,1
1,46.18,1
19,144.96,1
8,125.21,1
15,83.84,1
7,143.58,1
7,58.3,1
7,62.4,1
19,47.93,1
16,50.46,1
10,71.36,1
12,106.58,1
7,128.44,1
9,101.31,1
1,55.31,1
5,147.44,1
4,72.34,1
15,56.2,1
9,108.55,1
10,161.95,1
17,118.99,1
4,101.95,1
6,129.82,1
5,52.93,1
10,41.06,1
5,46.47,1
10,149.26,1
3,31.49,1
7,146.31,1
5,85.51,1
17,167.96,1
15,59.19,1
7,60.26,1
2,80.2,1
15,50.62,1
10,58.09,1
12,128.23,1
17,190.61,1
11,127.37,1
15,106.7,1
14,32.95,1
7,131.03,1
2,133.15,1
1,133.08,1
13,183.49,1
4,104.57,1
7,186.56,1
1,103.48,1
12,88.49,1
19,60.38,1
18,30.16,1
17,34.06,1
17,97.73,1
8,139.31,1
16,71.4,1
5,147.58,1
18,108.63,1
10,72.15,1
8,69.53,1
4,175.36,1
4,29.89,1
4,174.74,1
8,121.79,1
16,30.13,1
14,24.3,1
17,80.01,1
17,75.97,1
11,116.04,1
5,132.31,1
6,76.83,1
7,187.87,1
7,42.92,1
1,70.75,1
1,98.83,1
4,178.81,1
19,131.6,1
19,92.76,1
15,107.25,1
8,79.22,1
13,117.69,1
17,186.56,1
12,75.0,1
15,83.18,1
18,168.46,1
5,36.19,1
6,195.17,1
4,161.95,1
16,46.07,1
13,69.76,1
5,158.71,1
1,196.41,-1
1,119.57,1
13,184.73,1
17,34.45,1
13,107.66,1
12,165.48,1
1,51.4,1
14,142.74,1
5,154.15,1
19,146.48,1
7,183.15,1
11,34.27,1
4,146.97,1
4,65.44,1
15,20.92,-1
15,156.12,1
2,172.79,1
2,78.44,1
11,45.39,1
4,42.81,1
14,178.29,1
9,147.48,1
1,80.74,1
3,76.32,1
3,37.77,1
6,99.7,1
8,91.72,1
13,48.86,1
2,155.54,1
17,92.06,1
19,156.5,1
17,64.18,1
17,171.79,1
5,115.09,1
10,115.98,1
14,130.56,1
6,199.35,-1
16,49.69,1
9,181.77,1
10,147.37,1
8,100.06,1
6,122.15,1
11,93.34,1
8,152.99,1
3,53.21,1
17,107.6,1
8,176.83,1
15,71.2,1
14,91.41,1
17,44.36,1
17,194.2,1
1,84.8,1
12,24.21,1
7,35.51,1
18,184.33,1
7,53.26,1
19,52.1,1
6,114.87,1
7,75.73,1
1,39.34,-1
8,77.82,1
11,58.2,1
16,182.02,1
6,113.49,1
1,76.04,1
19,60.59,1
7,107.19,1
19,138.4,1
4,127.61,1
2,137.74,1
13,51.94,1
1,24.87,-1
8,99.99,1
10,159.05,1
10,73.39,1
5,154.53,1
14,184.68,1
19,135.32,1
10,99.29,1
19,198.63,-1
14,84.16,1
15,176.36,1
3,119.53,1
18,62.58,1
10,147.51,1
14,70.18,1
3,39.02,1
4,75.88,1
9,125.3,1
5,176.89,1
7,47.43,1
3,119.92,1
15,187.63,1
8,65.4,1
5,134.35,1
14,94.83,1
19,146.53,1
2,192.26,-1
17,112.05,1
12,98.34,1
4,105.04,1
14,32.0,1
19,135.85,1
13,159.39,1
7,88.31,1
10,86.37,1
11,76.71,1
10,64.32,1
16,54.74,1
5,193.96,1
9,146.92,1
8,175.77,1
14,82.44,1
12,86.47,1
7,180.93,1
11,27.93,1
1,119.29,1
1,86.55,1
15,35.69,1
9,59.71,1
7,61.06,1
11,154.12,1
9,91.14,1
10,92.39,1
5,27.51,1
10,118.66,1
6,99.25,1
2,174.06,1
11,84.68,1
14,173.2,1
13,105.67,1
6,24.68,1
7,118.47,1
18,182.52,1
6,199.13,-1
11,151.87,1
12,143.01,1
6,58.73,1
6,122.4,1
15,147.24,1
10,42.49,1
10,146.98,1
3,156.7,1
10,174.73,1
14,28.36,1
18,54.77,1
10,85.14,1
13,128.36,1
1,46.6,1
2,115.46,1
11,86.67,1
15,47.45,1
14,103.09,1
7,89.15,1
1,33.63,-1
15,46.88,1
5,152.88,1
11,49.78,1
11,47.27,1
12,124.37,1
4,55.96,1
2,43.24,1
15,187.89,1
19,24.07,-1
8,27.81,1
6,185.17,1
16,37.89,1
19,33.25,-1
6,157.83,1
2,125.44,1
4,22.0,-1
6,58.7,1
6,81.27,1
6,98.65,1
6,167.41,1
13,86.06,1
15,140.32,1
15,56.71,1
7,133.01,1
19,139.01,1
8,20.34,-1
16,21.1,1
19,150.06,1
1,25.81,-1
9,181.41,1
18,128.69,1
12,166.26,1
2,26.67,-1
2,134.38,1
9,153.38,1
11,85.87,1
1,38.47,-1
8,44.06,1
12,65.92,1
12,50.02,1
18,64.29,1
3,95.23,1
12,31.98,1
1,148.78,1
4,40.12,1
13,197.98,1
4,29.1,1
13,47.29,1
18,97.84,1
10,36.54,1
1,86.6,1
15,187.66,1
16,152.72,1
8,93.0,1
17,142.44,1
7,183.84,1
16,42.06,1
1,89.99,1
16,78.68,1
15,84.75,1
14,23.71,1
17,22.56,1
2,197.88,-1
14,95.5,1
13,87.15,1
17,139.81,1
15,117.11,1
9,39.38,1
17,43.07,1
3,136.74,1
14,135.12,1
4,60.31,1
8,55.61,1
16,105.21,1
6,25.88,1
18,190.59,1
12,172.15,1
16,35.29,1
6,175.87,1
1,92.52,1
9,33.13,1
3,141.81,1
13,93.13,1
3,86.66,1
5,176.19,1
9,129.09,1
13,20.83,1
9,63.41,1
3,28.68,1
19,176.7,1
1,23.43,-1
5,104.98,1
15,90.4,1
4,96.16,1
14,41.63,1
7,24.02,1
14,80.27,1
18,107.21,1
1,147.7,1
10,88.1,1
5,128.21,1
9,59.8,1
11,114.34,1
3,197.2,-1
12,124.66,1
14,107.11,1
11,131.44,1
6,32.66,1
17,85.17,1
6,197.17,1
19,38.7,-1
2,54.44,1
7,96.33,1
19,128.49,1
16,54.95,1
13,42.4,1
16,62.04,1
1,61.03,1
11,134.13,1
16,81.53,1
19,110.9,1
15,165.12,1
5,138.45,1
5,159.05,1
17,58.72,1
5,181.58,1
5,33.91,1
13,107.36,1
3,27.66,1
4,85.43,1
8,30.53,1
19,190.28,-1
2,139.21,1
2,78.99,1
4,162.03,1
2,96.46,1
9,71.51,1
15,195.21,1
1,60.63,1
8,182.63,1
6,37.9,1
18,141.36,1
15,43.61,1
19,124.91,1
18,75.41,1
11,170.28,1
7,64.65,1
13,168.71,1
7,142.97,1
1,122.8,1
5,113.96,1
4,60.97,1
11,22.59,1
11,173.59,1
14,49.31,1
17,127.84,1
17,114.78,1
18,185.04,1
5,168.86,1
8,22.17,1
17,94.84,1
10,133.25,1
17,180.45,1
2,94.47,1
5,144.06,1
8,27.48,1
13,21.74,1
15,81.04,1
9,199.83,1
2,29.44,-1
3,95.5,1
6,199.58,-1
15,78.39,1
16,147.35,1
7,21.62,1
13,36.85,1
7,77.82,1
13,155.77,1
6,189.27,1
9,66.54,1
15,166.0,1
1,174.74,-1
5,140.72,1
3,164.42,1
9,145.76,1
17,94.06,1
4,29.69,1
5,57.72,1
2,190.15,1
11,45.47,1
2,186.21,1
14,59.09,1
7,121.04,1
2,174.28,1
10,193.43,1
10,145.86,1
7,193.55,1
10,81.13,1
12,56.51,1
19,65.67,1
8,113.59,1
19,111.03,1
17,77.88,1
7,74.83,1
15,47.1,1
10,27.54,1
18,66.42,1
8,167.16,1
6,138.64,1
13,136.85,1
8,40.13,1
14,186.01,1
11,28.45,1
15,23.99,1
10,60.46,1
9,30.0,1
1,73.46,1
18,83.49,1
13,66.32,1
12,175.53,1
1,83.97,1
8,176.06,1
10,44.69,1
11,48.55,1
10,139.41,1
7,138.15,1
19,73.8,1
2,59.28,1
12,199.04,1
16,169.41,1
2,90.26,1
5,148.65,1
10,73.8,1
17,50.51,1
6,100.16,1
16,196.0,1
14,101.77,1
1,81.08,1
11,72.39,1
17,63.95,1
16,102.88,1
1,167.18,1
2,29.28,-1
18,149.65,1
11,121.17,1
1,95.79,1
16,75.5,1
15,135.58,1
18,60.85,1
6,64.12,1
15,100.84,1
15,97.16,1
13,154.43,1
9,134.67,1
7,135.79,1
15,73.65,1
14,138.4,1
17,47.08,1
18,92.82,1
17,60.59,1
3,39.8,1
12,35.92,1
12,146.56,1
14,41.08,1
19,88.7,1
16,118.49,1
16,56.56,1
1,170.65,1
18,99.93,1
9,123.82,1
4,100.45,1
12,36.28,1
12,134.49,1
5,90.15,1
14,35.94,1
2,33.8,1
16,59.15,1
5,73.76,1
17,116.93,1
10,191.6,1
5,175.28,1
8,118.79,1
17,148.89,1
13,171.39,1
19,115.15,1
7,105.45,1
16,93.49,1
12,134.21,1
5,38.08,1
6,107.86,1
14,27.66,1
4,187.23,1
2,184.58,1
3,86.0,1
14,117.05,1
1,69.75,1
5,119.63,1
1,144.59,1
10,120.49,1
1,199.15,-1
17,129.79,1
17,153.05,1
16,153.45,1
1,125.0,1
16,132.46,1
3,29.88,1
6,176.02,1
11,114.45,1
3,48.42,1
14,23.24,1
13,164.97,1
9,115.98,1
11,184.21,1
12,20.92,-1
10,27.58,1
17,187.79,1
4,146.57,1
10,32.61,1
3,45.94,1
19,176.29,1
3,140.63,1
13,63.13,1
2,68.6,1
10,163.74,1
7,79.55,1
2,93.58,1
7,189.27,1
8,73.69,1
13,27.99,1
15,179.56,1
17,85.83,1
19,55.64,1
15,146.14,1
9,74.43,1
15,83.39,1
10,26.2,1
4,98.46,1
3,129.71,1
19,136.88,1
1,172.39,1
9,192.3,1
6,121.12,1
13,191.8,1
13,120.19,1
8,145.62,1
2,31.0,-1
11,144.04,1
2,69.14,1
6,175.95,1
6,163.12,1
10,104.6,1
10,87.0,1
13,24.26,1
1,100.45,1
13,61.26,1
1,41.25,1
10,127.71,1
4,146.55,1
6,38.46,1
5,162.35,1
18,139.91,1
13,38.26,1
13,77.6,1
1,136.36,1
13,182.79,1
2,90.54,1
17,50.62,1
14,65.2,1
16,162.85,1
15,112.66,1
10,27.05,1
4,24.83,1
15,150.48,1
7,95.89,1
16,131.78,1
10,61.04,1
6,98.48,1
6,111.82,1
10,110.95,1
6,114.26,1
19,159.96,1
13,61.07,1
16,20.4,1
2,66.92,1
19,33.6,-1
1,182.54,-1
4,167.86,1
18,62.85,1
12,101.72,1
5,38.6,1
1,180.22,-1
1,27.0,-1
19,127.11,1
3,185.29,1
13,87.68,1
9,115.05,1
5,31.06,1
2,115.15,1
8,122.02,1
8,114.99,1
7,22.89,1
18,178.0,1
5,36.75,1
3,86.32,1
4,29.3,1
11,90.81,1
7,115.18,1
14,72.21,1
1,30.42,-1
17,63.25,1
12,137.97,1
1,95.94,1
9,110.96,1
3,162.81,1
6,97.34,1
7,139.16,1
16,175.77,1
19,170.3,1
3,114.47,1
11,23.97,1
10,96.64,1
14,36.49,1
11,188.91,1
19,193.06,-1
1,54.51,1
9,83.03,1
4,75.79,1
14,149.72,1
11,67.62,1
8,98.23,1
3,35.45,1
4,38.5,1
5,177.04,1
8,92.65,1
3,99.18,1
4,151.83,1
10,80.78,1
17,74.88,1
1,151.81,1
2,160.18,1
16,106.37,1
7,128.11,1
15,160.05,1
9,70.63,1
3,49.83,1
18,20.42,-1
1,32.66,-1
18,189.11,1
13,142.64,1
6,194.72,1
3,164.19,1
15,62.49,1
4,133.39,1
7,62.76,1
10,117.2,1
8,147.27,1
13,100.14,1
3,161.57,1
5,51.43,1
15,169.14,1
15,187.29,1
8,86.14,1
7,85.25,1
19,139.81,1
9,151.92,1
7,149.86,1
14,131.31,1
15,43.74,1
2,113.02,1
18,24.94,1
7,47.19,1
12,178.28,1
15,177.78,1
2,112.54,1
5,127.25,1
8,154.41,1
2,58.66,1
5,108.15,1
5,99.35,1
16,146.74,1
1,29.84,-1
12,181.63,1
18,84.6,1
4,47.67,1
8,197.67,1
13,56.91,1
12,172.0,1
16,46.75,1
5,81.13,1
17,181.05,1
2,196.99,-1
10,105.7,1
9,128.51,1
15,159.16,1
7,189.42,1
19,78.61,1
11,74.29,1
19,128.22,1
7,123.98,1
8,171.63,1
14,47.44,1
17,153.42,1
4,128.93,1
10,119.39,1
9,71.34,1
8,102.6,1
15,82.94,1
8,121.17,1
8,114.09,1
8,166.36,1
12,21.22,-1
18,185.47,1
19,56.68,1
1,104.21,1
12,117.53,1
6,76.79,1
14,79.58,1
19,53.88,1
16,20.52,1
14,168.82,1
18,45.53,1
2,46.24,1
16,48.26,1
10,145.32,1
6,53.86,1
7,118.73,1
18,35.38,1
5,42.07,1
12,25.14,1
11,66.8,1
14,156.51,1
8,53.48,1
15,99.53,1
19,51.89,1
16,20.74,1
14,116.33,1
17,124.5,1
6,183.2,1
7,199.96,-1
13,191.89,1
6,88.6,1
4,46.08,1
13,40.57,1
19,132.17,1
10,104.25,1
10,150.47,1
10,188.96,1
4,26.18,1
11,134.62,1
19,75.64,1
19,183.08,-1
18,99.38,1
1,125.47,1
13,53.17,1
13,64.34,1
8,140.74,1
10,143.46,1
10,34.6,1
14,152.79,1
19,56.58,1
18,128.98,1
5,94.64,1
10,57.75,1
3,64.92,1
3,198.29,-1
16,54.4,1
17,27.8,1
9,151.35,1
17,29.38,1
2,117.93,1
5,62.3,1
17,74.38,1
6,24.14,1
17,143.95,1
14,197.34,1
3,65.09,1
13,165.36,1
5,91.6,1
12,103.26,1
7,182.53,1
19,117.17,1
4,26.17,1
19,159.31,1
16,45.98,1
9,106.17,1
7,106.14,1
17,167.58,1
10,51.71,1
8,172.58,1
19,173.39,1
5,150.58,1
9,98.7,1
10,72.05,1
14,194.17,1
1,49.01,1
16,100.29,1
6,57.55,1
5,199.95,-1
4,148.31,1
16,125.82,1
2,128.06,1
10,189.34,1
12,185.88,1
2,86.22,1
18,43.22,1
18,23.37,-1
9,97.2,1
1,134.87,1
9,41.2,1
6,137.99,1
5,120.12,1
5,114.54,1
8,151.56,1
15,153.02,1
1,184.09,-1
1,39.17,-1
3,77.38,1
2,102.97,1
2,57.9,1
18,86.29,1
18,42.36,1
10,71.83,1
2,75.09,1
19,50.7,1
12,185.55,1
17,124.7,1
6,61.74,1
8,89.61,1
4,129.59,1
5,183.26,1
15,159.92,1
2,35.74,1
18,65.67,1
4,96.89,1
1,178.35,-1
18,168.03,1
4,186.21,1
8,26.85,1
18,36.34,1
14,123.21,1
16,138.63,1
8,87.26,1
13,51.07,1
2,124.31,1
10,25.41,1
12,97.25,1
11,21.12,-1
17,158.16,1
12,57.67,1
10,64.06,1
4,125.71,1
14,99.61,1
18,66.08,1
5,84.33,1
17,33.48,1
9,33.36,1
9,159.0,1
11,41.68,1
2,104.01,1
9,190.78,1
14,86.0,1
7,37.06,1
9,144.51,1
16,85.81,1
11,34.61,1
7,26.91,1
6,93.99,1
19,33.73,-1
9,197.97,1
2,29.63,-1
2,78.71,1
14,164.73,1
8,149.67,1
8,20.46,-1
5,105.35,1
4,155.62,1
7,170.55,1
8,197.74,1
17,166.79,1
11,165.35,1
17,28.35,1
6,36.63,1
9,195.74,1
14,142.21,1
19,37.04,-1
3,169.04,1
18,33.29,1
4,158.16,1
7,103.47,1
8,85.49,1
9,25.59,1
1,143.33,1
10,166.01,1
8,31.27,1
16,23.91,1
19,133.17,1
5,29.35,1
11,126.01,1
12,199.81,1
10,144.91,1
3,151.84,1
3,179.68,1
18,117.91,1
18,118.45,1
6,53.69,1
14,62.69,1
14,164.11,1
8,54.54,1
9,24.52,1
11,119.18,1
17,28.23,1
17,173.6,1
16,110.26,1
11,28.1,1
18,162.74,1
1,48.46,1
7,165.93,1
15,133.77,1
11,138.87,1
8,116.15,1
3,80.27,1
1,135.09,1
16,133.24,1
7,53.84,1
11,158.35,1
4,169.98,1
19,138.6,1
7,106.12,1
16,194.76,1
14,192.44,1
17,62.25,1
10,63.7,1
10,144.49,1
18,54.53,1
9,49.32,1
4,64.67,1
17,109.02,1
3,153.13,1
12,23.46,1
13,153.51,1
6,166.65,1
2,150.73,1
13,66.07,1
3,31.49,1
4,85.09,1
3,22.92,-1
11,24.14,1
16,63.46,1
13,68.08,1
3,68.24,1
12,27.01,1
15,48.8,1
16,66.21,1
19,163.64,1
3,129.93,1
14,82.68,1
11,131.23,1
16,35.4,1
14,185.5,1
6,190.85,1
17,113.48,1
9,193.14,1
13,49.21,1
19,32.03,-1
17,154.13,1
18,179.78,1
4,45.57,1
17,69.97,1
16,195.2,1
11,58.42,1
3,47.38,1
9,98.84,1
14,38.04,1
5,47.37,1
5,89.08,1
3,79.52,1
12,50.51,1
8,113.52,1
3,153.32,1
3,114.13,1
14,179.79,1
10,199.2,1
9,94.86,1
5,113.77,1
5,87.07,1
15,167.99,1
4,88.55,1
13,24.63,1
1,176.92,-1
15,126.69,1
17,127.62,1
9,47.13,1
10,103.15,1
16,190.92,1
4,20.29,-1
16,198.76,-1
6,88.04,1
15,135.82,1
16,95.05,1
17,45.27,1
19,139.85,1
16,137.32,1
2,114.17,1
6,28.4,1
8,153.71,1
12,83.94,1
15,184.17,1
14,37.69,1
5,175.28,1
14,109.12,1
11,35.05,1
8,114.85,1
16,138.82,1
9,79.83,1
4,71.34,1
8,191.02,1
13,143.0,1
9,48.32,1
1,40.63,1
5,105.49,1
5,45.53,1
17,114.68,1
12,82.97,1
5,74.73,1
6,46.97,1
9,136.62,1
19,150.41,1
13,149.46,1
9,83.59,1
15,175.08,1
5,169.06,1
3,191.62,1
13,166.48,1
2,61.51,1
12,149.23,1
7,87.25,1
15,63.21,1
19,76.16,1
7,133.18,1
19,27.18,-1
10,43.99,1
14,32.98,1
18,34.92,1
10,197.98,1
1,57.08,1
3,99.7,1
5,188.09,1
19,78.57,1
17,148.19,1
11,167.05,1
13,78.02,1
16,177.06,1
16,89.27,1
13,185.36,1
19,167.42,1
